track_name; track_id; album_name; album_id; artist_name; artist_id; release_date; length; popularity; acousticness; danceability; energy; instrumentalness; liveness; loudness; speechiness; tempo; time_signature; 
Peter and the Wolf Op 67 Remastered Introduction; 7rU2NLGhf89EQWjoanzZr2; David Bowie narrates Prokofievs Peter and the Wolf The Young Persons Guide to the Orchestra; 1ZDPe7QlFtKG0nSjHSKaSE; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1978-05-02; 171373; 26; 0.869; 0.556; 0.0475; 0.0739; 0.111; -23.216; 0.139; 66.896; 4; 
Peter and the Wolf Op 67 Remastered The Story Begins; 0wnXJy6kkLgLpcbFGnAXBI; David Bowie narrates Prokofievs Peter and the Wolf The Young Persons Guide to the Orchestra; 1ZDPe7QlFtKG0nSjHSKaSE; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1978-05-02; 51053; 36; 0.785; 0.356; 0.222; 0.848; 0.387; -15.184; 0.0341; 100.292; 3; 
Peter and the Wolf Op 67 Remastered The Bird Diverts the Wolf; 3q9ptpBYHtDrn31UGBLCjR; David Bowie narrates Prokofievs Peter and the Wolf The Young Persons Guide to the Orchestra; 1ZDPe7QlFtKG0nSjHSKaSE; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1978-05-02; 93506; 23; 0.94; 0.373; 0.0756; 0.715; 0.242; -22.413; 0.0442; 87.367; 4; 
Peter and the Wolf Op 67 Remastered The Duck Dialogue with the Bird Attack of the Cat; 6hOLXdcITMQM0gDtEEwddL; David Bowie narrates Prokofievs Peter and the Wolf The Young Persons Guide to the Orchestra; 1ZDPe7QlFtKG0nSjHSKaSE; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1978-05-02; 253240; 23; 0.907; 0.487; 0.0912; 0.00296; 0.154; -22.637; 0.0961; 95.205; 4; 
Peter and the Wolf Op 67 Remastered Grandfather; 4dqzTxN8xFbKWsa6QyA8K7; David Bowie narrates Prokofievs Peter and the Wolf The Young Persons Guide to the Orchestra; 1ZDPe7QlFtKG0nSjHSKaSE; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1978-05-02; 133560; 22; 0.938; 0.48; 0.11; 0.0167; 0.328; -18.285; 0.062; 84.699; 3; 
Peter and the Wolf Op 67 Remastered The Wolf; 1cCxflvNJx0lmz9k173a2a; David Bowie narrates Prokofievs Peter and the Wolf The Young Persons Guide to the Orchestra; 1ZDPe7QlFtKG0nSjHSKaSE; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1978-05-02; 122000; 22; 0.916; 0.447; 0.198; 0.065; 0.193; -18.645; 0.0722; 86.824; 4; 
Peter and the Wolf Op 67 Remastered The Duck is Caught; 0M3e2wBDfH3RzevgaMogs3; David Bowie narrates Prokofievs Peter and the Wolf The Young Persons Guide to the Orchestra; 1ZDPe7QlFtKG0nSjHSKaSE; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1978-05-02; 53360; 21; 0.912; 0.337; 0.0214; 0.585; 0.0978; -25.532; 0.0355; 80.027; 4; 
Peter and the Wolf Op 67 Remastered The Wolf Stalks the Bird and the Cat; 54EGoJCHUldfnABB2GNpSz; David Bowie narrates Prokofievs Peter and the Wolf The Young Persons Guide to the Orchestra; 1ZDPe7QlFtKG0nSjHSKaSE; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1978-05-02; 102813; 20; 0.91; 0.34; 0.106; 0.236; 0.516; -25.553; 0.156; 79.417; 4; 
Peter and the Wolf Op 67 Remastered Peter Prepares to Catch the Wolf; 7KF4gXvIltm6EqOclmGB9w; David Bowie narrates Prokofievs Peter and the Wolf The Young Persons Guide to the Orchestra; 1ZDPe7QlFtKG0nSjHSKaSE; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1978-05-02; 66480; 21; 0.688; 0.429; 0.0839; 0.00247; 0.402; -22.64; 0.0486; 60.048; 3; 
Peter and the Wolf Op 67 Remastered The Bird Diverts the Wolf; 5Hu0aJ4M8AlKl7KhZ3C2fY; David Bowie narrates Prokofievs Peter and the Wolf The Young Persons Guide to the Orchestra; 1ZDPe7QlFtKG0nSjHSKaSE; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1978-05-02; 110506; 20; 0.788; 0.505; 0.195; 0.000308; 0.224; -18.951; 0.237; 134.048; 3; 
Peter and the Wolf Op 67 Remastered Peter Catches the Wolf; 5bkxgYMhOjNOqc04cWLhYE; David Bowie narrates Prokofievs Peter and the Wolf The Young Persons Guide to the Orchestra; 1ZDPe7QlFtKG0nSjHSKaSE; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1978-05-02; 89773; 20; 0.863; 0.444; 0.299; 0.00102; 0.0925; -13.541; 0.259; 125.264; 4; 
Peter and the Wolf Op 67 Remastered The Hunters Arrive; 5oEIj6H3k6LDBnt1rZMoYK; David Bowie narrates Prokofievs Peter and the Wolf The Young Persons Guide to the Orchestra; 1ZDPe7QlFtKG0nSjHSKaSE; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1978-05-02; 78440; 20; 0.832; 0.529; 0.0892; 0.31; 0.0993; -21.357; 0.0466; 143.606; 4; 
Peter and the Wolf Op 67 Remastered The Procession to the Zoo; 72xLzRALwr2zN8aG3PJWUA; David Bowie narrates Prokofievs Peter and the Wolf The Young Persons Guide to the Orchestra; 1ZDPe7QlFtKG0nSjHSKaSE; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1978-05-02; 296586; 20; 0.859; 0.519; 0.153; 0.0303; 0.203; -17.165; 0.083; 120.461; 3; 
The Young Persons Guide to the Orchestra Op 34 Variations and Fugue on a Theme of Purcell Theme Full Orchestra; 27YDGBucJVsuoMX1aI2Xzq; David Bowie narrates Prokofievs Peter and the Wolf The Young Persons Guide to the Orchestra; 1ZDPe7QlFtKG0nSjHSKaSE; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1978-05-02; 22120; 0; 0.699; 0.387; 0.479; 0.763; 0.657; -10.673; 0.0305; 82.416; 3; 
The Young Persons Guide to the Orchestra Op 34 Variations and Fugue on a Theme of Purcell Theme Woodwinds; 1UXusROilceADsJz5RGMNP; David Bowie narrates Prokofievs Peter and the Wolf The Young Persons Guide to the Orchestra; 1ZDPe7QlFtKG0nSjHSKaSE; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1978-05-02; 22493; 0; 0.987; 0.489; 0.0628; 0.99; 0.318; -23.452; 0.0467; 82.298; 4; 
The Young Persons Guide to the Orchestra Op 34 Variations and Fugue on a Theme of Purcell Theme Brass; 4Yj6OnDiOBrDGg4lisXdHn; David Bowie narrates Prokofievs Peter and the Wolf The Young Persons Guide to the Orchestra; 1ZDPe7QlFtKG0nSjHSKaSE; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1978-05-02; 18000; 0; 0.989; 0.274; 0.229; 0.964; 0.272; -13.634; 0.0445; 174.207; 4; 
The Young Persons Guide to the Orchestra Op 34 Variations and Fugue on a Theme of Purcell Theme Strings; 5XoY1d4dqlmLpWrf2dm2id; David Bowie narrates Prokofievs Peter and the Wolf The Young Persons Guide to the Orchestra; 1ZDPe7QlFtKG0nSjHSKaSE; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1978-05-02; 17960; 0; 0.939; 0.358; 0.133; 0.0301; 0.159; -13.393; 0.0496; 85.23; 4; 
The Young Persons Guide to the Orchestra Op 34 Variations and Fugue on a Theme of Purcell Theme Percussion; 4ytgS7AExsKfPxLHcGvwLt; David Bowie narrates Prokofievs Peter and the Wolf The Young Persons Guide to the Orchestra; 1ZDPe7QlFtKG0nSjHSKaSE; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1978-05-02; 14666; 0; 0.487; 0; 0.661; 0.861; 0.51; -12.153; 0; 0; 0; 
The Young Persons Guide to the Orchestra Op 34 Variations and Fugue on a Theme of Purcell Theme Full Orchestra; 24aOGOjrvLJH7UfsGMuNzR; David Bowie narrates Prokofievs Peter and the Wolf The Young Persons Guide to the Orchestra; 1ZDPe7QlFtKG0nSjHSKaSE; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1978-05-02; 18706; 0; 0.867; 0.247; 0.653; 0.939; 0.714; -10.411; 0.0508; 168.798; 4; 
The Young Persons Guide to the Orchestra Op 34 Variations and Fugue on a Theme of Purcell Variation I Flute Piccolo Presto; 3OmQcbSWqPQ7dhkgkUFkXq; David Bowie narrates Prokofievs Peter and the Wolf The Young Persons Guide to the Orchestra; 1ZDPe7QlFtKG0nSjHSKaSE; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1978-05-02; 35146; 21; 0.942; 0.345; 0.126; 0.0251; 0.176; -24.163; 0.0659; 133.397; 4; 
The Young Persons Guide to the Orchestra Op 34 Variations and Fugue on a Theme of Purcell March 27 and 28 1974; 3Ul5pcGXxOrEfPoV4WEhTV; David Bowie narrates Prokofievs Peter and the Wolf The Young Persons Guide to the Orchestra; 1ZDPe7QlFtKG0nSjHSKaSE; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1978-05-02; 58653; 16; 0.543; 0.0937; 0.0599; 0.896; 0.677; -27.287; 0.0397; 174.345; 5; 
The Young Persons Guide to the Orchestra Op 34 Variations and Fugue on a Theme of Purcell Variation III Clarinets Moderato; 68dak41zUJ8KfqytNKwICE; David Bowie narrates Prokofievs Peter and the Wolf The Young Persons Guide to the Orchestra; 1ZDPe7QlFtKG0nSjHSKaSE; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1978-05-02; 37453; 21; 0.92; 0.279; 0.0456; 0.76; 0.302; -28.204; 0.0355; 135.303; 4; 
The Young Persons Guide to the Orchestra Op 34 Variations and Fugue on a Theme of Purcell Variation IV Bassoons Allegro alla marcia; 7gLQK7BavxzCv313dbxlyF; David Bowie narrates Prokofievs Peter and the Wolf The Young Persons Guide to the Orchestra; 1ZDPe7QlFtKG0nSjHSKaSE; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1978-05-02; 56426; 16; 0.986; 0.271; 0.0305; 0.877; 0.148; -31.439; 0.04; 123.744; 3; 
The Young Persons Guide to the Orchestra Op 34 Variations and Fugue on a Theme of Purcell Variation V Violins Brilliante alla pollaca; 1ObrkGcH9uDq10KpsmkSQd; David Bowie narrates Prokofievs Peter and the Wolf The Young Persons Guide to the Orchestra; 1ZDPe7QlFtKG0nSjHSKaSE; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1978-05-02; 44520; 16; 0.976; 0.416; 0.255; 0.928; 0.268; -16.727; 0.0304; 101.676; 4; 
The Young Persons Guide to the Orchestra Op 34 Variations and Fugue on a Theme of Purcell Variation VI Violas Meno mosso; 5kYhKhxPUpyhypbwqMWyZt; David Bowie narrates Prokofievs Peter and the Wolf The Young Persons Guide to the Orchestra; 1ZDPe7QlFtKG0nSjHSKaSE; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1978-05-02; 66053; 16; 0.984; 0.197; 0.0737; 0.848; 0.164; -27.963; 0.0409; 86.216; 3; 
The Young Persons Guide to the Orchestra Op 34 Variations and Fugue on a Theme of Purcell Variation VII Cellos; 3ZZd6ehduvGlb3LlwjgvbE; David Bowie narrates Prokofievs Peter and the Wolf The Young Persons Guide to the Orchestra; 1ZDPe7QlFtKG0nSjHSKaSE; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1978-05-02; 73440; 15; 0.98; 0.164; 0.0659; 0.694; 0.104; -25.459; 0.047; 129.442; 1; 
The Young Persons Guide to the Orchestra Op 34 Variations and Fugue on a Theme of Purcell Variation VIII Doublebasses Comminciando lento ma poco accel; 0wSoysRA8khfeZ7FeaXLtC; David Bowie narrates Prokofievs Peter and the Wolf The Young Persons Guide to the Orchestra; 1ZDPe7QlFtKG0nSjHSKaSE; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1978-05-02; 62320; 15; 0.898; 0.428; 0.0744; 0.951; 0.108; -26.047; 0.0405; 122.959; 5; 
The Young Persons Guide to the Orchestra Op 34 Variations and Fugue on a Theme of Purcell Variation IX Harp Maestoso; 1DNxBgBFFLcL3vZ3nPIQ4a; David Bowie narrates Prokofievs Peter and the Wolf The Young Persons Guide to the Orchestra; 1ZDPe7QlFtKG0nSjHSKaSE; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1978-05-02; 45506; 15; 0.945; 0.308; 0.11; 0.119; 0.109; -27.594; 0.0388; 131.677; 4; 
The Young Persons Guide to the Orchestra Op 34 Variations and Fugue on a Theme of Purcell Variation X French Horns Il stesso tempo; 2Yagfznpe3QFW7SAOm2m7m; David Bowie narrates Prokofievs Peter and the Wolf The Young Persons Guide to the Orchestra; 1ZDPe7QlFtKG0nSjHSKaSE; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1978-05-02; 39373; 20; 0.99; 0.167; 0.0485; 0.953; 0.0962; -24.139; 0.0371; 86.185; 5; 
The Young Persons Guide to the Orchestra Op 34 Variations and Fugue on a Theme of Purcell Variation XI Trumpets Vivace; 0noNNLd4oiTF2uVirpPXsz; David Bowie narrates Prokofievs Peter and the Wolf The Young Persons Guide to the Orchestra; 1ZDPe7QlFtKG0nSjHSKaSE; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1978-05-02; 34040; 20; 0.78; 0.461; 0.701; 0.823; 0.732; -19.908; 0.0496; 74.407; 4; 
The Young Persons Guide to the Orchestra Op 34 Variations and Fugue on a Theme of Purcell Variation XII Trombones Tuba Allegro pomposo; 5uPlganVO28Xmp8ju1TlwO; David Bowie narrates Prokofievs Peter and the Wolf The Young Persons Guide to the Orchestra; 1ZDPe7QlFtKG0nSjHSKaSE; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1978-05-02; 69280; 14; 0.982; 0.503; 0.15; 0.827; 0.159; -13.073; 0.0371; 99.039; 4; 
The Young Persons Guide to the Orchestra Op 34 Variations and Fugue on a Theme of Purcell Variation XIII Percussion Moderato; 2CRN0Id5rv9qDPu0PvJjG9; David Bowie narrates Prokofievs Peter and the Wolf The Young Persons Guide to the Orchestra; 1ZDPe7QlFtKG0nSjHSKaSE; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1978-05-02; 115080; 14; 0.676; 0.515; 0.228; 0.135; 0.0874; -21.795; 0.0622; 99.111; 3; 
The Young Persons Guide to the Orchestra Op 34 Variations and Fugue on a Theme of Purcell Fugue Full Orchestra Allegro molto; 6gXgxgC7Ku40j01AzV1jXv; David Bowie narrates Prokofievs Peter and the Wolf The Young Persons Guide to the Orchestra; 1ZDPe7QlFtKG0nSjHSKaSE; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1978-05-02; 178573; 14; 0.903; 0.361; 0.383; 0.887; 0.115; -13.561; 0.0494; 143.366; 4; 
The Nutcracker Suite Overture; 7eAkNo7L20V8PzHSkSdMqo; David Bowie narrates Prokofievs Peter and the Wolf The Young Persons Guide to the Orchestra; 1ZDPe7QlFtKG0nSjHSKaSE; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1978-05-02; 220173; 14; 0.981; 0.42; 0.111; 0.891; 0.0491; -22.991; 0.0321; 102.487; 4; 
The Nutcracker Suite March; 3zWFi5ljwqpu32uWTeFxNo; David Bowie narrates Prokofievs Peter and the Wolf The Young Persons Guide to the Orchestra; 1ZDPe7QlFtKG0nSjHSKaSE; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1978-05-02; 135320; 14; 0.974; 0.513; 0.317; 0.871; 0.0879; -18.858; 0.0312; 81.776; 4; 
The Nutcracker Suite Dance of the Sugar Plum Fairies; 3kT9cl4pKISqCZk2M3SAmG; David Bowie narrates Prokofievs Peter and the Wolf The Young Persons Guide to the Orchestra; 1ZDPe7QlFtKG0nSjHSKaSE; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1978-05-02; 133000; 14; 0.924; 0.323; 0.0753; 0.899; 0.0847; -26.853; 0.0324; 119.576; 4; 
The Nutcracker Suite Russian Dance; 5Vt1kBKvKNna9KSQoh9Ahu; David Bowie narrates Prokofievs Peter and the Wolf The Young Persons Guide to the Orchestra; 1ZDPe7QlFtKG0nSjHSKaSE; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1978-05-02; 70746; 13; 0.899; 0.384; 0.457; 0.855; 0.259; -15.69; 0.039; 75.996; 4; 
The Nutcracker Suite Arab Dance; 209wKS4LnU8StEECF2Nbot; David Bowie narrates Prokofievs Peter and the Wolf The Young Persons Guide to the Orchestra; 1ZDPe7QlFtKG0nSjHSKaSE; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1978-05-02; 216786; 14; 0.921; 0.0944; 0.0199; 0.856; 0.0917; -30.294; 0.0374; 86.91; 3; 
The Nutcracker Suite Chinese Dance; 71ChFrAWV1V5FtPlxrs3qO; David Bowie narrates Prokofievs Peter and the Wolf The Young Persons Guide to the Orchestra; 1ZDPe7QlFtKG0nSjHSKaSE; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1978-05-02; 70400; 13; 0.969; 0.507; 0.172; 0.569; 0.125; -23.835; 0.0345; 115.626; 4; 
The Nutcracker Suite Dance of the Merlitons; 4j0h6VvBHlPagDJma7mQBu; David Bowie narrates Prokofievs Peter and the Wolf The Young Persons Guide to the Orchestra; 1ZDPe7QlFtKG0nSjHSKaSE; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1978-05-02; 136120; 12; 0.958; 0.359; 0.152; 0.931; 0.113; -24.692; 0.0351; 147.485; 4; 
The Nutcracker Suite Waltz of the Flowers; 5SgpgI3rsmPSkwUWKmRgBC; David Bowie narrates Prokofievs Peter and the Wolf The Young Persons Guide to the Orchestra; 1ZDPe7QlFtKG0nSjHSKaSE; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1978-05-02; 428226; 14; 0.956; 0.155; 0.157; 0.857; 0.111; -16.717; 0.0354; 174.612; 3; 
Beauty and the Beast 2017 Remaster; 56von762XlyEtT3qQhm47H; Heroes 2017 Remaster; 4I5zzKYd2SKDgZ9DRf5LVk; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1977; 216640; 41; 0.00203; 0.551; 0.907; 0.101; 0.0358; -6.75; 0.0617; 124.401; 4; 
Joe the Lion 2017 Remaster; 1HLbeCJcoW6Bo9xNgWXlSO; Heroes 2017 Remaster; 4I5zzKYd2SKDgZ9DRf5LVk; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1977; 188133; 39; 0.0233; 0.492; 0.945; 0.182; 0.133; -4.968; 0.126; 121.606; 4; 
Heroes 2017 Remaster; 7Jh1bpe76CNTCgdgAdBw4Z; Heroes 2017 Remaster; 4I5zzKYd2SKDgZ9DRf5LVk; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1977; 371413; 75; 0.000671; 0.49; 0.758; 0.484; 0.092; -6.491; 0.0297; 112.114; 4; 
Sons of the Silent Age 2017 Remaster; 3O85NMbjKkbcCi44UAwOx4; Heroes 2017 Remaster; 4I5zzKYd2SKDgZ9DRf5LVk; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1977; 200306; 40; 0.0945; 0.39; 0.647; 0.00114; 0.0947; -6.504; 0.0327; 111.215; 4; 
Blackout 2017 Remaster; 5p3dakY9xb0ArzIHUBshm6; Heroes 2017 Remaster; 4I5zzKYd2SKDgZ9DRf5LVk; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1977; 229920; 39; 0.00353; 0.533; 0.911; 0.00315; 0.0828; -5.748; 0.0996; 121.911; 4; 
V2 Schneider 2017 Remaster; 6PRZIYPOPMt5y8wGofp44d; Heroes 2017 Remaster; 4I5zzKYd2SKDgZ9DRf5LVk; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1977; 191426; 38; 0.00577; 0.453; 0.825; 0.961; 0.389; -7.134; 0.0465; 123.181; 4; 
Sense of Doubt 2017 Remaster; 1d89lSLqTpMMpcKBWzVWcm; Heroes 2017 Remaster; 4I5zzKYd2SKDgZ9DRf5LVk; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1977; 239600; 37; 0.579; 0.17; 0.315; 0.932; 0.144; -19.137; 0.0483; 129.451; 4; 
Moss Garden 2017 Remaster; 2hBsekQsE7bxL4lNGpG1tL; Heroes 2017 Remaster; 4I5zzKYd2SKDgZ9DRf5LVk; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1977; 305866; 37; 0.386; 0.291; 0.195; 0.89; 0.158; -18.133; 0.0321; 82.904; 4; 
Neuköln 2017 Remaster; 5ZOitdISR9foFR6QrcZFCa; Heroes 2017 Remaster; 4I5zzKYd2SKDgZ9DRf5LVk; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1977; 274560; 36; 0.89; 0.257; 0.338; 0.864; 0.196; -14.569; 0.0396; 130.653; 4; 
The Secret Life of Arabia 2017 Remaster; 4F1V29ygbAKbKCQDgt4z9f; Heroes 2017 Remaster; 4I5zzKYd2SKDgZ9DRf5LVk; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1977; 226906; 37; 0.0098; 0.552; 0.877; 0.00745; 0.111; -7.752; 0.0473; 104.75; 4; 
Speed of Life 2017 Remaster; 7B265QWYkUeqG2ihVEUZ5D; Low 2017 Remaster; 2de6LD7eOW8zrlorbS28na; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1977; 167413; 42; 0.0065; 0.423; 0.852; 0.895; 0.331; -9.269; 0.0327; 114.691; 4; 
Breaking Glass 2017 Remaster; 2xFq7wVYKmTHFUySyfv789; Low 2017 Remaster; 2de6LD7eOW8zrlorbS28na; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1977; 112400; 45; 0.0278; 0.584; 0.784; 0.278; 0.315; -9.928; 0.0367; 94.474; 4; 
What in the World 2017 Remaster; 04UsGrg02dEMLnTZdBNyRI; Low 2017 Remaster; 2de6LD7eOW8zrlorbS28na; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1977; 144733; 39; 0.027; 0.562; 0.97; 0.00449; 0.0636; -5.974; 0.207; 122.922; 4; 
Sound and Vision 2017 Remaster; 1vP2JEXRsGrFbwOZ0foOQ5; Low 2017 Remaster; 2de6LD7eOW8zrlorbS28na; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1977; 184381; 62; 0.0328; 0.667; 0.804; 0.0544; 0.0632; -8.583; 0.0398; 105.797; 4; 
Always Crashing in the Same Car 2017 Remaster; 73HwMEPCCCEqKFYONpOxe9; Low 2017 Remaster; 2de6LD7eOW8zrlorbS28na; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1977; 215466; 42; 0.0204; 0.51; 0.731; 0.393; 0.0799; -9.142; 0.0287; 105.275; 4; 
Be My Wife 2017 Remaster; 5hh5gq0u54rTP0iBYgZ2xW; Low 2017 Remaster; 2de6LD7eOW8zrlorbS28na; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1977; 176840; 41; 0.0017; 0.497; 0.843; 0.266; 0.196; -6.645; 0.0279; 112.934; 4; 
A New Career in a New Town 2017 Remaster; 6O3YVHQaeImvCBbJbalB00; Low 2017 Remaster; 2de6LD7eOW8zrlorbS28na; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1977; 175386; 40; 0.0579; 0.643; 0.845; 0.889; 0.0747; -9.415; 0.067; 125.349; 4; 
Warszawa 2017 Remaster; 5DfvrqibQOQLUsN5QKqBJI; Low 2017 Remaster; 2de6LD7eOW8zrlorbS28na; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1977; 387400; 45; 0.352; 0.0823; 0.271; 0.8; 0.116; -16.105; 0.038; 82.713; 4; 
Art Decade 2017 Remaster; 1TfzSwueVDW3b1xTJ46O26; Low 2017 Remaster; 2de6LD7eOW8zrlorbS28na; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1977; 228173; 37; 0.869; 0.424; 0.24; 0.92; 0.1; -17.846; 0.0279; 78.035; 4; 
Weeping Wall 2017 Remaster; 56jhj8hHTw3PEoFV74wn5j; Low 2017 Remaster; 2de6LD7eOW8zrlorbS28na; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1977; 209013; 37; 0.591; 0.451; 0.464; 0.779; 0.0987; -17.121; 0.0311; 141.45; 3; 
Subterraneans 2017 Remaster; 2yfKkvgywRAY9xy849piLp; Low 2017 Remaster; 2de6LD7eOW8zrlorbS28na; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1977; 343173; 38; 0.653; 0.158; 0.159; 0.393; 0.0942; -16.85; 0.0363; 132.245; 4; 
Station to Station 2016 Remaster; 7cehkXeGO0t8HosgO42tHl; Station to Station 2016 Remaster; 0MWrKayUshRuT8maG4ZAOU; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1976-01-23; 617720; 45; 0.117; 0.47; 0.728; 0.000886; 0.0426; -12.031; 0.0942; 121.346; 4; 
Golden Years 2016 Remaster; 4JRem7xHp2l0kmUvt9zCKu; Station to Station 2016 Remaster; 0MWrKayUshRuT8maG4ZAOU; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1976-01-23; 243280; 61; 0.316; 0.68; 0.701; 4.72e-06; 0.111; -10.36; 0.036; 108.287; 4; 
Word on a Wing 2016 Remaster; 5BebqkBndVuST8jX9UWPqI; Station to Station 2016 Remaster; 0MWrKayUshRuT8maG4ZAOU; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1976-01-23; 364946; 41; 0.34; 0.616; 0.607; 1.09e-06; 0.1; -10.777; 0.0349; 98.187; 4; 
TVC15 2016 Remaster; 25iWKdsAyjB4K3bU3qdyq1; Station to Station 2016 Remaster; 0MWrKayUshRuT8maG4ZAOU; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1976-01-23; 335346; 41; 0.179; 0.633; 0.692; 4.26e-06; 0.139; -11.002; 0.0268; 112.114; 4; 
Stay 2016 Remaster; 0tIGiKkTb1US3apjAhW1SG; Station to Station 2016 Remaster; 0MWrKayUshRuT8maG4ZAOU; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1976-01-23; 376906; 42; 0.021; 0.519; 0.902; 0.000742; 0.294; -9.962; 0.051; 119.083; 4; 
Wild Is the Wind 2016 Remaster; 7ynwkFhXbrQqnMIWqFfRUS; Station to Station 2016 Remaster; 0MWrKayUshRuT8maG4ZAOU; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1976-01-23; 366360; 53; 0.0156; 0.522; 0.58; 0.00168; 0.0543; -12.914; 0.0324; 98.489; 4; 
Station To Station Live Nassau Coliseum 76; 4KPacHorSksKmxE7nTBv1f; Live Nassau Coliseum 76; 49tQPxVOXs6kdrpxuKhu91; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1976; 712778; 23; 0.0245; 0.466; 0.922; 0.000316; 0.894; -4.765; 0.049; 132.076; 4; 
Suffragette City Live Nassau Coliseum 76; 2HNBlU4SGXLtbUPw1B72Uu; Live Nassau Coliseum 76; 49tQPxVOXs6kdrpxuKhu91; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1976; 210752; 20; 0.144; 0.521; 0.992; 0; 0.956; -2.701; 0.0579; 137.068; 4; 
Fame Live Nassau Coliseum 76; 1ZCVMRaG0fERvAKPlI23n0; Live Nassau Coliseum 76; 49tQPxVOXs6kdrpxuKhu91; David Bowie; 0oSGxfWSnnOXhD2fKuz2Gy; 1976; 241519; 21; 0.369; 0.635; 0.87; 0.000127; 0.964; -4.102; 0.0766; 91.211; 4; 
